,wrapperType,artistId,collectionId,artistName,artistViewUrl,collectionViewUrl,artworkUrl60,artworkUrl100,collectionPrice,collectionExplicitness,trackCount,country,currency,releaseDate,primaryGenreName,previewUrl,description,copyright,kind,trackId,collectionName,trackName,collectionCensoredName,trackCensoredName,trackViewUrl,artworkUrl30,trackPrice,trackExplicitness,discCount,discNumber,trackNumber,trackTimeMillis,isStreamable,collectionArtistId,collectionArtistViewUrl,trackRentalPrice,collectionHdPrice,trackHdPrice,trackHdRentalPrice,contentAdvisoryRating,shortDescription,longDescription,hasITunesExtras,collectionArtistName,amgArtistId
129,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/eleanor-rigby/1440833098?i=1440833905&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1966-08-05T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/51/0a/a1/510aa17e-bbd0-ee21-07ba-5edff8463d5f/mzaf_14710756227780982495.plus.aac.p.m4a,,,song,1440833905.0,1,Eleanor Rigby,1,Eleanor Rigby,https://music.apple.com/us/album/eleanor-rigby/1440833098?i=1440833905&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,16.0,125867.0,True,,,,,,,,,,,,
130,track,315816847.0,696884325.0,Glee Cast,https://music.apple.com/us/artist/glee-cast/315816847?uo=4,https://music.apple.com/us/album/drive-my-car-glee-cast-version/696884325?i=696884947&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/100x100bb.jpg,11.99,notExplicit,14.0,USA,USD,2013-09-24T07:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/74/bc/9a/74bc9a97-8ea9-c0d0-2d57-01e23d036854/mzaf_17213628255702541937.plus.aac.p.m4a,,,song,696884947.0,Glee Sings the Beatles,Drive My Car (Glee Cast Version),Glee Sings the Beatles,Drive My Car (Glee Cast Version),https://music.apple.com/us/album/drive-my-car-glee-cast-version/696884325?i=696884947&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,2.0,152947.0,True,,,,,,,,,,,,
131,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/help/1440833098?i=1440833560&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1965-07-19T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/b4/a5/e1/b4a5e15b-6979-98ad-5427-f01e1fbf6428/mzaf_8105359265070420280.plus.aac.p.m4a,,,song,1440833560.0,1,Help!,1,Help!,https://music.apple.com/us/album/help/1440833098?i=1440833560&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,10.0,139240.0,True,,,,,,,,,,,,
132,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/the-long-and-winding-road/1440833098?i=1440834467&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1970-05-11T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/d9/dd/ee/d9ddeed9-fc2c-9928-ae7d-b31c46a73621/mzaf_17940609142744578179.plus.aac.p.m4a,,,song,1440834467.0,1,The Long and Winding Road,1,The Long and Winding Road,https://music.apple.com/us/album/the-long-and-winding-road/1440833098?i=1440834467&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,27.0,219427.0,True,,,,,,,,,,,,
133,track,315816847.0,696884325.0,Glee Cast,https://music.apple.com/us/artist/glee-cast/315816847?uo=4,https://music.apple.com/us/album/something-glee-cast-version/696884325?i=696885732&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/100x100bb.jpg,11.99,notExplicit,14.0,USA,USD,2013-09-24T07:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/84/69/61/846961ee-c89f-068d-78a5-5333981c7f9d/mzaf_9305562666833732928.plus.aac.p.m4a,,,song,696885732.0,Glee Sings the Beatles,Something (Glee Cast Version),Glee Sings the Beatles,Something (Glee Cast Version),https://music.apple.com/us/album/something-glee-cast-version/696884325?i=696885732&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,11.0,181600.0,True,,,,,,,,,,,,
134,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/come-together/1440833098?i=1440834242&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1969-10-06T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/e2/65/98/e26598fb-c634-a00f-6434-bf5ac7bc2c40/mzaf_11348970927513658727.plus.aac.p.m4a,,,song,1440834242.0,1,Come Together,1,Come Together,https://music.apple.com/us/album/come-together/1440833098?i=1440834242&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,25.0,258693.0,True,,,,,,,,,,,,
135,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/cant-buy-me-love/1440833098?i=1440833543&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1964-03-16T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/58/a8/44/58a844ae-7fc0-af4a-7190-3bd5e673bb0c/mzaf_17114636461732744870.plus.aac.p.m4a,,,song,1440833543.0,1,Can't Buy Me Love,1,Can't Buy Me Love,https://music.apple.com/us/album/cant-buy-me-love/1440833098?i=1440833543&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,5.0,131213.0,True,,,,,,,,,,,,
136,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/something/1440833098?i=1440834236&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1969-10-06T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/8e/09/a0/8e09a033-0f97-1714-38a2-5d45908d603a/mzaf_10135485885155110768.plus.aac.p.m4a,,,song,1440834236.0,1,Something,1,Something,https://music.apple.com/us/album/something/1440833098?i=1440834236&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,24.0,181413.0,True,,,,,,,,,,,,
137,track,136975.0,1440833098.0,The Beatles & Billy Preston,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/get-back/1440833098?i=1440834225&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1969-04-11T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/89/27/0d/89270d7a-514d-fb4d-471b-6f77d2b53325/mzaf_4421583623311051659.plus.aac.p.m4a,,,song,1440834225.0,1,Get Back,1,Get Back,https://music.apple.com/us/album/get-back/1440833098?i=1440834225&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,22.0,191773.0,True,,,,,,,,,,,The Beatles,
138,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/yellow-submarine/1440833098?i=1440833902&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1966-08-05T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/17/5b/f5/175bf520-dad2-cf8c-a5fb-8090682c1c23/mzaf_5606063369457568689.plus.aac.p.m4a,,,song,1440833902.0,1,Yellow Submarine,1,Yellow Submarine,https://music.apple.com/us/album/yellow-submarine/1440833098?i=1440833902&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,15.0,158800.0,True,,,,,,,,,,,,
139,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/penny-lane/1440833098?i=1440833911&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1967-02-13T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/6c/bc/4e/6cbc4e4e-6d54-5b36-86dc-a9b5b61f373e/mzaf_4103522162782896706.plus.aac.p.m4a,,,song,1440833911.0,1,Penny Lane,1,Penny Lane,https://music.apple.com/us/album/penny-lane/1440833098?i=1440833911&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,17.0,180520.0,True,,,,,,,,,,,,
140,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/love-me-do/1440833098?i=1440833334&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1962-10-05T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/f5/0a/3a/f50a3a9c-a0f6-f33b-1d2f-8aeccd518911/mzaf_2130758345953069918.plus.aac.p.m4a,,,song,1440833334.0,1,Love Me Do,1,Love Me Do,https://music.apple.com/us/album/love-me-do/1440833098?i=1440833334&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,1.0,140173.0,True,,,,,,,,,,,,
141,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/hello-goodbye/1440833098?i=1440834221&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1967-11-24T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/60/a5/fc/60a5fc0b-73be-64f7-15c8-d3bdb95dda7a/mzaf_15109464221431748310.plus.aac.p.m4a,,,song,1440834221.0,1,"Hello, Goodbye",1,"Hello, Goodbye",https://music.apple.com/us/album/hello-goodbye/1440833098?i=1440834221&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,19.0,207787.0,True,,,,,,,,,,,,
142,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/a-hard-days-night/1440833098?i=1440833544&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1964-07-10T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/d2/37/ed/d237ed12-8721-618a-a535-3a5c987fc58f/mzaf_5399476482573584400.plus.aac.p.m4a,,,song,1440833544.0,1,A Hard Day's Night,1,A Hard Day's Night,https://music.apple.com/us/album/a-hard-days-night/1440833098?i=1440833544&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,6.0,152920.0,True,,,,,,,,,,,,
143,audiobook,69355686.0,936973543.0,Ian MacDonald,https://books.apple.com/us/author/ian-macdonald/id69355686?uo=4,https://books.apple.com/us/audiobook/revolution-in-the-head-the-beatles-records/id936973543?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/ed/94/e5/ed94e5f7-3bcb-0331-3ce8-03718081672e/itunes.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/ed/94/e5/ed94e5f7-3bcb-0331-3ce8-03718081672e/itunes.jpg/100x100bb.jpg,9.99,cleaned,1.0,USA,USD,2023-09-27T07:00:00Z,Biographies & Memoirs,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/7c/03/0e/7c030e7a-f98c-6365-f9a3-fb3bce96496b/mzaf_5311052371327737283.std.aac.p.m4a,"Regarded as the greatest and most revealing account of how the Beatles recorded every one of their songs, <i>Revolution in the Head</i> is brimming with details of the personal highs and lows experienced by Lennon, McCartney, Harrison, and Starr as they made some of the most enduring popular music ever created.",© 2023 Talking Music,,,,,,,,,,,,,,,,,,,,,,,,,,,934750.0
144,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/we-can-work-it-out/1440833098?i=1440833897&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1965-12-03T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/65/d2/6f/65d26f44-5bd8-500c-61b4-c8ada1213a04/mzaf_9857908256344820551.plus.aac.p.m4a,,,song,1440833897.0,1,We Can Work It Out,1,We Can Work It Out,https://music.apple.com/us/album/we-can-work-it-out/1440833098?i=1440833897&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,13.0,135693.0,True,,,,,,,,,,,,
145,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/day-tripper/1440833098?i=1440833893&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1965-12-03T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/b7/dd/1f/b7dd1f59-45d8-9892-5451-c47b8bf6d6ed/mzaf_2954361714537767903.plus.aac.p.m4a,,,song,1440833893.0,1,Day Tripper,1,Day Tripper,https://music.apple.com/us/album/day-tripper/1440833098?i=1440833893&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,12.0,169000.0,True,,,,,,,,,,,,
146,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/eight-days-a-week/1440833098?i=1440833549&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1964-12-04T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/d9/12/7b/d9127bd5-c72a-d8aa-b627-1354470fb8e2/mzaf_2041093402602984905.plus.aac.p.m4a,,,song,1440833549.0,1,Eight Days a Week,1,Eight Days a Week,https://music.apple.com/us/album/eight-days-a-week/1440833098?i=1440833549&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,8.0,163320.0,True,,,,,,,,,,,,
147,track,315816847.0,696884325.0,Glee Cast,https://music.apple.com/us/artist/glee-cast/315816847?uo=4,https://music.apple.com/us/album/get-back-glee-cast-version/696884325?i=696885610&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/100x100bb.jpg,11.99,notExplicit,14.0,USA,USD,2013-09-24T07:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/11/3f/69/113f6981-aad7-0f55-646d-39612a3e4d42/mzaf_11538560667317865958.plus.aac.p.m4a,,,song,696885610.0,Glee Sings the Beatles,Get Back (Glee Cast Version),Glee Sings the Beatles,Get Back (Glee Cast Version),https://music.apple.com/us/album/get-back-glee-cast-version/696884325?i=696885610&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,9.0,146067.0,True,,,,,,,,,,,,
148,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/all-you-need-is-love/1440833098?i=1440833920&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1967-07-07T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/c2/23/8f/c2238f71-6986-2c78-e0cc-b105cc0689a0/mzaf_8677616992513973148.plus.aac.p.m4a,,,song,1440833920.0,1,All You Need Is Love,1,All You Need Is Love,https://music.apple.com/us/album/all-you-need-is-love/1440833098?i=1440833920&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,-1.0,notExplicit,1.0,1.0,18.0,227760.0,True,,,,,,,,,,,,
149,track,315816847.0,696884325.0,Glee Cast,https://music.apple.com/us/artist/glee-cast/315816847?uo=4,https://music.apple.com/us/album/sgt-peppers-lonely-hearts-club-band-glee-cast-version/696884325?i=696885745&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/100x100bb.jpg,11.99,notExplicit,14.0,USA,USD,2013-09-24T07:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/1a/b5/7d/1ab57d9d-46dc-1582-cbe2-4943b8e1896e/mzaf_3698616528711018638.plus.aac.p.m4a,,,song,696885745.0,Glee Sings the Beatles,Sgt. Pepper's Lonely Hearts Club Band (Glee Cast Version),Glee Sings the Beatles,Sgt. Pepper's Lonely Hearts Club Band (Glee Cast Version),https://music.apple.com/us/album/sgt-peppers-lonely-hearts-club-band-glee-cast-version/696884325?i=696885745&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,12.0,114173.0,True,,,,,,,,,,,,
150,track,136975.0,1441164426.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/here-comes-the-sun/1441164426?i=1441164589&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/df/db/61/dfdb615d-47f8-06e9-9533-b96daccc029f/18UMGIM31076.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/df/db/61/dfdb615d-47f8-06e9-9533-b96daccc029f/18UMGIM31076.rgb.jpg/100x100bb.jpg,12.99,notExplicit,17.0,USA,USD,1969-09-26T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e7/bf/a0/e7bfa041-6e35-be4e-276e-df489781b5d4/mzaf_1668350712755343495.plus.aac.p.m4a,,,song,1441164589.0,Abbey Road (Remastered),Here Comes the Sun,Abbey Road (Remastered),Here Comes the Sun,https://music.apple.com/us/album/here-comes-the-sun/1441164426?i=1441164589&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/df/db/61/dfdb615d-47f8-06e9-9533-b96daccc029f/18UMGIM31076.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,7.0,185733.0,True,,,,,,,,,,,,
