,wrapperType,artistId,collectionId,artistName,artistViewUrl,collectionViewUrl,artworkUrl60,artworkUrl100,collectionPrice,collectionExplicitness,trackCount,country,currency,releaseDate,primaryGenreName,previewUrl,description,copyright,kind,trackId,collectionName,trackName,collectionCensoredName,trackCensoredName,trackViewUrl,artworkUrl30,trackPrice,trackExplicitness,discCount,discNumber,trackNumber,trackTimeMillis,isStreamable,collectionArtistId,collectionArtistViewUrl,trackRentalPrice,collectionHdPrice,trackHdPrice,trackHdRentalPrice,contentAdvisoryRating,shortDescription,longDescription,hasITunesExtras,collectionArtistName,amgArtistId
104,track,136975.0,1441164359.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/in-my-life/1441164359?i=1441164829&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/af/20/aa/af20aa89-4002-11fb-25d8-ff544af67eb4/00602567725404.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/af/20/aa/af20aa89-4002-11fb-25d8-ff544af67eb4/00602567725404.rgb.jpg/100x100bb.jpg,12.99,notExplicit,14.0,USA,USD,1965-12-03T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/65/7c/4b/657c4b25-a530-9430-0af0-5f0a8cfbebfd/mzaf_1409458043960066149.plus.aac.p.m4a,,,song,1441164829.0,Rubber Soul,In My Life,Rubber Soul,In My Life,https://music.apple.com/us/album/in-my-life/1441164359?i=1441164829&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/af/20/aa/af20aa89-4002-11fb-25d8-ff544af67eb4/00602567725404.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,11.0,146333.0,True,,,,,,,,,,,,
105,track,136975.0,1441132965.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/i-feel-fine/1441132965?i=1441133491&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1964-11-23T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/b8/94/db/b894db2e-4a6d-729a-45a6-0f1a8b676518/mzaf_12246940514232035925.plus.aac.p.m4a,,,song,1441133491.0,The Beatles 1962-1966 (The Red Album),I Feel Fine,The Beatles 1962-1966 (The Red Album),I Feel Fine,https://music.apple.com/us/album/i-feel-fine/1441132965?i=1441133491&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,11.0,140400.0,True,,,,,,,,,,,,
106,track,136975.0,1441132965.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/she-loves-you-mono-version/1441132965?i=1441133342&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1963-08-23T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/bc/06/ee/bc06eeee-945b-e83d-8033-a8e672718c91/mzaf_17847185703503006206.plus.aac.p.m4a,,,song,1441133342.0,The Beatles 1962-1966 (The Red Album),She Loves You,The Beatles 1962-1966 (The Red Album),She Loves You (Mono Version),https://music.apple.com/us/album/she-loves-you-mono-version/1441132965?i=1441133342&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,4.0,142653.0,True,,,,,,,,,,,,
107,track,136975.0,1441132965.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/cant-buy-me-love/1441132965?i=1441133471&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1964-03-16T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/98/d5/1e/98d51e94-9eb6-5a26-9bed-cabe6d90ae6b/mzaf_9557910898937193181.plus.aac.p.m4a,,,song,1441133471.0,The Beatles 1962-1966 (The Red Album),Can't Buy Me Love,The Beatles 1962-1966 (The Red Album),Can't Buy Me Love,https://music.apple.com/us/album/cant-buy-me-love/1441132965?i=1441133471&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,7.0,133107.0,True,,,,,,,,,,,,
108,track,136975.0,1441132965.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/help/1441132965?i=1441133711&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1965-07-19T12:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/de/d1/29/ded1292f-b2ad-224a-c4f8-52563a009a7c/mzaf_5864644070426021308.plus.aac.p.m4a,,,song,1441133711.0,The Beatles 1962-1966 (The Red Album),Help!,The Beatles 1962-1966 (The Red Album),Help!,https://music.apple.com/us/album/help/1441132965?i=1441133711&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,1.0,139280.0,True,,,,,,,,,,,,
109,track,136975.0,1441132965.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/eight-days-a-week/1441132965?i=1441133487&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1964-12-04T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/58/7b/62/587b624e-d882-4b60-f4c1-4ca68865018f/mzaf_16210975115294469553.plus.aac.p.m4a,,,song,1441133487.0,The Beatles 1962-1966 (The Red Album),Eight Days a Week,The Beatles 1962-1966 (The Red Album),Eight Days a Week,https://music.apple.com/us/album/eight-days-a-week/1441132965?i=1441133487&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,10.0,164533.0,True,,,,,,,,,,,,
110,track,136975.0,1441132965.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/love-me-do-mono-version/1441132965?i=1441132983&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1962-10-05T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/ac/b6/a6/acb6a6a8-c318-330c-e105-62acd52d62fa/mzaf_2607133722045139033.plus.aac.p.m4a,,,song,1441132983.0,The Beatles 1962-1966 (The Red Album),Love Me Do,The Beatles 1962-1966 (The Red Album),Love Me Do (Mono Version),https://music.apple.com/us/album/love-me-do-mono-version/1441132965?i=1441132983&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,1.0,141120.0,True,,,,,,,,,,,,
111,track,136975.0,1441132965.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/a-hard-days-night/1441132965?i=1441133482&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1964-07-10T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/a4/d3/29/a4d3295d-bd41-9169-24dd-a44e40f0fef0/mzaf_14902220992469995637.plus.aac.p.m4a,,,song,1441133482.0,The Beatles 1962-1966 (The Red Album),A Hard Day's Night,The Beatles 1962-1966 (The Red Album),A Hard Day's Night,https://music.apple.com/us/album/a-hard-days-night/1441132965?i=1441133482&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,8.0,154627.0,True,,,,,,,,,,,,
112,track,136975.0,1441132965.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/norwegian-wood-this-bird-has-flown/1441132965?i=1441133731&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1965-12-03T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/f2/5b/18/f25b187d-004e-be70-8ae6-8d8b53cb8a54/mzaf_7541371304432728929.plus.aac.p.m4a,,,song,1441133731.0,The Beatles 1962-1966 (The Red Album),Norwegian Wood (This Bird Has Flown),The Beatles 1962-1966 (The Red Album),Norwegian Wood (This Bird Has Flown),https://music.apple.com/us/album/norwegian-wood-this-bird-has-flown/1441132965?i=1441133731&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,6.0,125187.0,True,,,,,,,,,,,,
113,track,136975.0,1441132965.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/michelle/1441132965?i=1441134003&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1965-12-03T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/7e/ab/1c/7eab1cd4-52b7-60b3-0779-354671ca1b0c/mzaf_17073687939379942663.plus.aac.p.m4a,,,song,1441134003.0,The Beatles 1962-1966 (The Red Album),Michelle,The Beatles 1962-1966 (The Red Album),Michelle,https://music.apple.com/us/album/michelle/1441132965?i=1441134003&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,8.0,162453.0,True,,,,,,,,,,,,
114,track,136975.0,1441132965.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/nowhere-man/1441132965?i=1441133732&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1965-12-03T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/2e/19/dd/2e19ddff-c3d9-b64e-bab9-af2a0e466d58/mzaf_10087742692443569852.plus.aac.p.m4a,,,song,1441133732.0,The Beatles 1962-1966 (The Red Album),Nowhere Man,The Beatles 1962-1966 (The Red Album),Nowhere Man,https://music.apple.com/us/album/nowhere-man/1441132965?i=1441133732&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,7.0,164187.0,True,,,,,,,,,,,,
115,track,136975.0,1441132965.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/please-please-me-mono-version/1441132965?i=1441132990&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1963-01-11T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/a7/9e/0c/a79e0c94-953f-0004-2e20-bdfef04dd7ae/mzaf_1522325092654659123.plus.aac.p.m4a,,,song,1441132990.0,The Beatles 1962-1966 (The Red Album),Please Please Me,The Beatles 1962-1966 (The Red Album),Please Please Me (Mono Version),https://music.apple.com/us/album/please-please-me-mono-version/1441132965?i=1441132990&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,2.0,121333.0,True,,,,,,,,,,,,
116,track,136975.0,1441132965.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/drive-my-car/1441132965?i=1441133727&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1965-12-03T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/40/c4/db/40c4dbb4-d31f-2953-45a5-1d3dd126215e/mzaf_15807194714335181060.plus.aac.p.m4a,,,song,1441133727.0,The Beatles 1962-1966 (The Red Album),Drive My Car,The Beatles 1962-1966 (The Red Album),Drive My Car,https://music.apple.com/us/album/drive-my-car/1441132965?i=1441133727&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,5.0,148453.0,True,,,,,,,,,,,,
117,track,315816847.0,696884325.0,Glee Cast,https://music.apple.com/us/artist/glee-cast/315816847?uo=4,https://music.apple.com/us/album/got-to-get-you-into-my-life-glee-cast-version/696884325?i=696885131&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/100x100bb.jpg,11.99,notExplicit,14.0,USA,USD,2013-09-24T07:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/b8/9a/e1/b89ae1a7-8701-548e-c7b7-908f5cd1bd36/mzaf_11917195104528063893.plus.aac.p.m4a,,,song,696885131.0,Glee Sings the Beatles,Got To Get You Into My Life (Glee Cast Version),Glee Sings the Beatles,Got To Get You Into My Life (Glee Cast Version),https://music.apple.com/us/album/got-to-get-you-into-my-life-glee-cast-version/696884325?i=696885131&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,3.0,149520.0,True,,,,,,,,,,,,
118,track,315816847.0,696884325.0,Glee Cast,https://music.apple.com/us/artist/glee-cast/315816847?uo=4,https://music.apple.com/us/album/a-hard-days-night-glee-cast-version/696884325?i=696885294&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/100x100bb.jpg,11.99,notExplicit,14.0,USA,USD,2013-09-24T07:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/fd/52/a4/fd52a4ad-5046-7522-902e-3b7feef9d3d2/mzaf_9837975966592447662.plus.aac.p.m4a,,,song,696885294.0,Glee Sings the Beatles,A Hard Day's Night (Glee Cast Version),Glee Sings the Beatles,A Hard Day's Night (Glee Cast Version),https://music.apple.com/us/album/a-hard-days-night-glee-cast-version/696884325?i=696885294&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,6.0,147120.0,True,,,,,,,,,,,,
119,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/yesterday/1440833098?i=1440833891&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1965-09-13T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/93/f3/a7/93f3a771-2e10-4067-9618-70a0e4037a91/mzaf_12780088628416993222.plus.aac.p.m4a,,,song,1440833891.0,1,Yesterday,1,Yesterday,https://music.apple.com/us/album/yesterday/1440833098?i=1440833891&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,11.0,125320.0,True,,,,,,,,,,,,
120,track,136975.0,1441132965.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/from-me-to-you-mono-version/1441132965?i=1441133324&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1963-01-11T12:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/17/32/8b/17328b89-262c-07b2-909e-bb3b789a3d09/mzaf_7041246633855126159.plus.aac.p.m4a,,,song,1441133324.0,The Beatles 1962-1966 (The Red Album),From Me to You,The Beatles 1962-1966 (The Red Album),From Me to You (Mono Version),https://music.apple.com/us/album/from-me-to-you-mono-version/1441132965?i=1441133324&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,3.0,117907.0,True,,,,,,,,,,,,
121,track,829356035.0,1440844129.0,Rae Sremmurd,https://music.apple.com/us/artist/rae-sremmurd/829356035?uo=4,https://music.apple.com/us/album/black-beatles-feat-gucci-mane/1440844129?i=1440844145&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/ca/a9/3c/caa93c10-c9b5-f7c4-9e3c-915a086130da/16UMGIM21220.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/ca/a9/3c/caa93c10-c9b5-f7c4-9e3c-915a086130da/16UMGIM21220.rgb.jpg/100x100bb.jpg,11.99,explicit,14.0,USA,USD,2016-08-12T12:00:00Z,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/cd/2d/9f/cd2d9f55-9e15-ee47-6ff2-14e433953ace/mzaf_1623751852446098504.plus.aac.p.m4a,,,song,1440844145.0,SremmLife 2 (Deluxe),Black Beatles (feat. Gucci Mane),SremmLife 2 (Deluxe),Black Beatles (feat. Gucci Mane),https://music.apple.com/us/album/black-beatles-feat-gucci-mane/1440844129?i=1440844145&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/ca/a9/3c/caa93c10-c9b5-f7c4-9e3c-915a086130da/16UMGIM21220.rgb.jpg/30x30bb.jpg,1.29,explicit,1.0,1.0,5.0,291891.0,True,,,,,,,Explicit,,,,,
122,track,136975.0,1441132965.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/girl/1441132965?i=1441134119&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1965-12-03T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/24/72/41/2472411c-b6a7-38b5-7cc8-03e9cf625825/mzaf_916756917527712974.plus.aac.p.m4a,,,song,1441134119.0,The Beatles 1962-1966 (The Red Album),Girl,The Beatles 1962-1966 (The Red Album),Girl,https://music.apple.com/us/album/girl/1441132965?i=1441134119&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,10.0,151533.0,True,,,,,,,,,,,,
123,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/let-it-be/1440833098?i=1440834249&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1970-03-06T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/c5/22/11/c52211e1-3472-3fd9-1d07-8ecfd203a6e2/mzaf_421504976609486170.plus.aac.p.m4a,,,song,1440834249.0,1,Let It Be,1,Let It Be,https://music.apple.com/us/album/let-it-be/1440833098?i=1440834249&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,26.0,230440.0,True,,,,,,,,,,,,
124,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/hey-jude/1440833098?i=1440834224&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1968-08-26T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/4d/17/27/4d1727a1-3f31-79ff-20e9-9fefdf89b523/mzaf_11375594538879061856.plus.aac.p.m4a,,,song,1440834224.0,1,Hey Jude,1,Hey Jude,https://music.apple.com/us/album/hey-jude/1440833098?i=1440834224&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,21.0,425653.0,True,,,,,,,,,,,,
